id,Search Terms
ENST00000438576,ENST00000438576[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000376896,ENST00000376896[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000300181,ENST00000300181[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000263265,ENST00000263265[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000290974,ENST00000290974[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000312648,ENST00000312648[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000376980,ENST00000376980[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000262455,ENST00000262455[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000456917,ENST00000456917[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000084798,ENST00000084798[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000554335,ENST00000554335[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000306121,ENST00000306121[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000379446,ENST00000379446[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000264716,ENST00000264716[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000538716,ENST00000538716[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000337478,ENST00000337478[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000555523,ENST00000555523[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000344936,ENST00000344936[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000613986,ENST00000613986[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000683024,ENST00000683024[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000291572,ENST00000291572[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000259881,ENST00000259881[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000254624,ENST00000254624[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000272223,ENST00000272223[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000372990,ENST00000372990[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000444739,ENST00000444739[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000522362,ENST00000522362[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000358502,ENST00000358502[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000271227,ENST00000271227[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000622633,ENST00000622633[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000239882,ENST00000239882[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000652001,ENST00000652001[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000370631,ENST00000370631[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000614923,ENST00000614923[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000258412,ENST00000258412[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000417927,ENST00000417927[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000432237,ENST00000432237[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000348225,ENST00000348225[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000371627,ENST00000371627[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000573493,ENST00000573493[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000482585,ENST00000482585[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000371852,ENST00000371852[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000337138,ENST00000337138[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000262776,ENST00000262776[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000400183,ENST00000400183[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000673097,ENST00000673097[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000438427,ENST00000438427[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000255688,ENST00000255688[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000682258,ENST00000682258[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000328741,ENST00000328741[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000361580,ENST00000361580[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000644269,ENST00000644269[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000329630,ENST00000329630[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000525123,ENST00000525123[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000337414,ENST00000337414[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000651154,ENST00000651154[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000452580,ENST00000452580[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000263205,ENST00000263205[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000443642,ENST00000443642[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000216840,ENST00000216840[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000399417,ENST00000399417[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000344157,ENST00000344157[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000339364,ENST00000339364[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000690270,ENST00000690270[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000291281,ENST00000291281[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000327490,ENST00000327490[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000429204,ENST00000429204[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000313624,ENST00000313624[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000371322,ENST00000371322[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000258381,ENST00000258381[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000358780,ENST00000358780[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000238647,ENST00000238647[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000371497,ENST00000371497[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000451237,ENST00000451237[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000571212,ENST00000571212[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000389834,ENST00000389834[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000298130,ENST00000298130[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000337554,ENST00000337554[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000647317,ENST00000647317[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000399069,ENST00000399069[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000446231,ENST00000446231[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000342649,ENST00000342649[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000681547,ENST00000681547[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000256257,ENST00000256257[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000557385,ENST00000557385[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000639893,ENST00000639893[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000453943,ENST00000453943[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000300417,ENST00000300417[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000295809,ENST00000295809[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000396373,ENST00000396373[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000523884,ENST00000523884[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000267436,ENST00000267436[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000373016,ENST00000373016[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000316157,ENST00000316157[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000541638,ENST00000541638[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000381989,ENST00000381989[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000303927,ENST00000303927[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000376753,ENST00000376753[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000284110,ENST00000284110[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000308521,ENST00000308521[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000618655,ENST00000618655[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000252483,ENST00000252483[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000644974,ENST00000644974[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000300060,ENST00000300060[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000374788,ENST00000374788[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000262741,ENST00000262741[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000258613,ENST00000258613[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000330871,ENST00000330871[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000311127,ENST00000311127[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000380880,ENST00000380880[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000262843,ENST00000262843[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000380871,ENST00000380871[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000304494,ENST00000304494[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000582752,ENST00000582752[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000312196,ENST00000312196[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000397278,ENST00000397278[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000379775,ENST00000379775[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000235307,ENST00000235307[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000249016,ENST00000249016[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000377993,ENST00000377993[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000504110,ENST00000504110[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000425368,ENST00000425368[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000605862,ENST00000605862[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000305097,ENST00000305097[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000427980,ENST00000427980[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000337318,ENST00000337318[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000321764,ENST00000321764[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000361822,ENST00000361822[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000409140,ENST00000409140[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000379965,ENST00000379965[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000376352,ENST00000376352[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000370626,ENST00000370626[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000561790,ENST00000561790[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000380680,ENST00000380680[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000396105,ENST00000396105[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000335624,ENST00000335624[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000530600,ENST00000530600[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000378319,ENST00000378319[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000372037,ENST00000372037[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000349155,ENST00000349155[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000373212,ENST00000373212[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000380903,ENST00000380903[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000317040,ENST00000317040[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000228515,ENST00000228515[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000367568,ENST00000367568[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000278505,ENST00000278505[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000345122,ENST00000345122[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000696799,ENST00000696799[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000374206,ENST00000374206[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000368194,ENST00000368194[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000612967,ENST00000612967[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000548801,ENST00000548801[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000369604,ENST00000369604[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000460698,ENST00000460698[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000357992,ENST00000357992[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000374358,ENST00000374358[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000327877,ENST00000327877[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000370481,ENST00000370481[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000646001,ENST00000646001[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000528257,ENST00000528257[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000376730,ENST00000376730[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000258526,ENST00000258526[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000396319,ENST00000396319[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000646641,ENST00000646641[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000288502,ENST00000288502[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000328557,ENST00000328557[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000380647,ENST00000380647[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000440016,ENST00000440016[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000264257,ENST00000264257[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000374882,ENST00000374882[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000533400,ENST00000533400[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000394223,ENST00000394223[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000568733,ENST00000568733[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000377950,ENST00000377950[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000338910,ENST00000338910[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000247668,ENST00000247668[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000357640,ENST00000357640[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000436087,ENST00000436087[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000337057,ENST00000337057[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000399816,ENST00000399816[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000268164,ENST00000268164[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000600023,ENST00000600023[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000373237,ENST00000373237[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000056233,ENST00000056233[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000311083,ENST00000311083[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000215631,ENST00000215631[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000341170,ENST00000341170[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000356818,ENST00000356818[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000315150,ENST00000315150[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000500853,ENST00000500853[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000295092,ENST00000295092[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000310786,ENST00000310786[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000307765,ENST00000307765[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000311234,ENST00000311234[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000474796,ENST00000474796[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000222008,ENST00000222008[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000270800,ENST00000270800[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000519029,ENST00000519029[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000306621,ENST00000306621[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000318887,ENST00000318887[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000228928,ENST00000228928[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000367580,ENST00000367580[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000397394,ENST00000397394[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000257963,ENST00000257963[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000667856,ENST00000667856[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000255784,ENST00000255784[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000422221,ENST00000422221[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000339488,ENST00000339488[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000284881,ENST00000284881[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000447794,ENST00000447794[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000342771,ENST00000342771[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000340934,ENST00000340934[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000398212,ENST00000398212[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000373954,ENST00000373954[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000375234,ENST00000375234[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000355295,ENST00000355295[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000435822,ENST00000435822[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000395323,ENST00000395323[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000426468,ENST00000426468[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000341318,ENST00000341318[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000366584,ENST00000366584[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000430151,ENST00000430151[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000306200,ENST00000306200[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000317582,ENST00000317582[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000295317,ENST00000295317[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000560869,ENST00000560869[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000305135,ENST00000305135[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000319715,ENST00000319715[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000229340,ENST00000229340[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000409652,ENST00000409652[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000434687,ENST00000434687[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000394070,ENST00000394070[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000646673,ENST00000646673[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000279396,ENST00000279396[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000399744,ENST00000399744[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000280979,ENST00000280979[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000379310,ENST00000379310[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000437043,ENST00000437043[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000373463,ENST00000373463[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000358157,ENST00000358157[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000009530,ENST00000009530[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000344624,ENST00000344624[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000314485,ENST00000314485[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000434837,ENST00000434837[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000262460,ENST00000262460[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000373582,ENST00000373582[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000306072,ENST00000306072[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000249861,ENST00000249861[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000273986,ENST00000273986[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000605834,ENST00000605834[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000651671,ENST00000651671[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000273153,ENST00000273153[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000291294,ENST00000291294[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000642680,ENST00000642680[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000281631,ENST00000281631[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000367858,ENST00000367858[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000345063,ENST00000345063[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000296839,ENST00000296839[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000341426,ENST00000341426[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000374736,ENST00000374736[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000431975,ENST00000431975[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000379028,ENST00000379028[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000433935,ENST00000433935[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000199814,ENST00000199814[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000222462,ENST00000222462[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000640821,ENST00000640821[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000379205,ENST00000379205[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000380079,ENST00000380079[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000374749,ENST00000374749[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000578689,ENST00000578689[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000286760,ENST00000286760[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000257818,ENST00000257818[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000375650,ENST00000375650[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000378043,ENST00000378043[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000232564,ENST00000232564[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000245960,ENST00000245960[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000359015,ENST00000359015[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000335877,ENST00000335877[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000409845,ENST00000409845[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000696973,ENST00000696973[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000371809,ENST00000371809[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000329608,ENST00000329608[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000265171,ENST00000265171[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000506184,ENST00000506184[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000305233,ENST00000305233[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000321437,ENST00000321437[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000233813,ENST00000233813[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000227758,ENST00000227758[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000264896,ENST00000264896[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000361441,ENST00000361441[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000383620,ENST00000383620[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000483851,ENST00000483851[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000368713,ENST00000368713[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000442064,ENST00000442064[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000333130,ENST00000333130[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000450885,ENST00000450885[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000592554,ENST00000592554[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000375078,ENST00000375078[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000360467,ENST00000360467[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000378569,ENST00000378569[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000235332,ENST00000235332[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000297071,ENST00000297071[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000373872,ENST00000373872[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000373001,ENST00000373001[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
