id,Search Terms
ENST00000244061,ENST00000244061[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000323468,ENST00000323468[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000372285,ENST00000372285[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000389658,ENST00000389658[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000382285,ENST00000382285[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000290650,ENST00000290650[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000379802,ENST00000379802[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000334955,ENST00000334955[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000228438,ENST00000228438[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000292433,ENST00000292433[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000330452,ENST00000330452[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000341657,ENST00000341657[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000688654,ENST00000688654[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000440465,ENST00000440465[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000331314,ENST00000331314[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000282406,ENST00000282406[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000332029,ENST00000332029[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000295206,ENST00000295206[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000358406,ENST00000358406[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000319928,ENST00000319928[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000320334,ENST00000320334[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000265997,ENST00000265997[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000546724,ENST00000546724[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000682506,ENST00000682506[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000005386,ENST00000005386[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000574538,ENST00000574538[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000366835,ENST00000366835[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000509479,ENST00000509479[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000634734,ENST00000634734[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000356083,ENST00000356083[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000379410,ENST00000379410[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000376454,ENST00000376454[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000333090,ENST00000333090[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000254260,ENST00000254260[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000429989,ENST00000429989[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000341491,ENST00000341491[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000448223,ENST00000448223[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000465971,ENST00000465971[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000368468,ENST00000368468[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000453426,ENST00000453426[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000357387,ENST00000357387[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000392583,ENST00000392583[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000449934,ENST00000449934[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000356698,ENST00000356698[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000357085,ENST00000357085[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000609470,ENST00000609470[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000395566,ENST00000395566[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000258534,ENST00000258534[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000397861,ENST00000397861[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000260403,ENST00000260403[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000321757,ENST00000321757[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000220764,ENST00000220764[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000404287,ENST00000404287[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000424542,ENST00000424542[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000216044,ENST00000216044[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000406246,ENST00000406246[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000530992,ENST00000530992[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000215906,ENST00000215906[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000320474,ENST00000320474[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000395571,ENST00000395571[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000381249,ENST00000381249[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000296585,ENST00000296585[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000325509,ENST00000325509[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000344686,ENST00000344686[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000356956,ENST00000356956[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000379645,ENST00000379645[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000550765,ENST00000550765[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000289672,ENST00000289672[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000377424,ENST00000377424[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000378802,ENST00000378802[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000312515,ENST00000312515[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000378308,ENST00000378308[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000368352,ENST00000368352[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000309315,ENST00000309315[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000429037,ENST00000429037[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000601728,ENST00000601728[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000378278,ENST00000378278[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000439174,ENST00000439174[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000535078,ENST00000535078[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000322475,ENST00000322475[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000247833,ENST00000247833[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000616727,ENST00000616727[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000217652,ENST00000217652[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000274853,ENST00000274853[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000331872,ENST00000331872[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000316851,ENST00000316851[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000610401,ENST00000610401[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000370282,ENST00000370282[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000256324,ENST00000256324[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000368130,ENST00000368130[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000373115,ENST00000373115[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000673466,ENST00000673466[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000401558,ENST00000401558[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000337659,ENST00000337659[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000358514,ENST00000358514[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000504771,ENST00000504771[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000266517,ENST00000266517[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000608064,ENST00000608064[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000337288,ENST00000337288[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000388922,ENST00000388922[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000378119,ENST00000378119[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000320955,ENST00000320955[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000310396,ENST00000310396[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000611820,ENST00000611820[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000328089,ENST00000328089[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000233668,ENST00000233668[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000380861,ENST00000380861[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000598164,ENST00000598164[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000478808,ENST00000478808[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000432230,ENST00000432230[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000444659,ENST00000444659[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000256951,ENST00000256951[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000324873,ENST00000324873[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000301178,ENST00000301178[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000206249,ENST00000206249[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000583091,ENST00000583091[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000589905,ENST00000589905[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000682763,ENST00000682763[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000267163,ENST00000267163[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000489294,ENST00000489294[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000358807,ENST00000358807[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000340958,ENST00000340958[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000324096,ENST00000324096[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000358127,ENST00000358127[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000367385,ENST00000367385[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000447712,ENST00000447712[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000376423,ENST00000376423[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000361573,ENST00000361573[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000306627,ENST00000306627[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000345057,ENST00000345057[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000265162,ENST00000265162[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000356286,ENST00000356286[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000263851,ENST00000263851[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000278175,ENST00000278175[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000275072,ENST00000275072[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000339562,ENST00000339562[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000392749,ENST00000392749[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000498707,ENST00000498707[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000430943,ENST00000430943[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000314128,ENST00000314128[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000330368,ENST00000330368[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000375887,ENST00000375887[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000372086,ENST00000372086[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000409085,ENST00000409085[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000554480,ENST00000554480[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000330714,ENST00000330714[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000554988,ENST00000554988[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000368888,ENST00000368888[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000337132,ENST00000337132[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000312541,ENST00000312541[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000296343,ENST00000296343[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000395743,ENST00000395743[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000429685,ENST00000429685[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000532090,ENST00000532090[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000698857,ENST00000698857[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000442267,ENST00000442267[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000278590,ENST00000278590[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000593945,ENST00000593945[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000362031,ENST00000362031[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000327532,ENST00000327532[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000455707,ENST00000455707[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000438166,ENST00000438166[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000371145,ENST00000371145[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000442253,ENST00000442253[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000418107,ENST00000418107[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000429630,ENST00000429630[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000360851,ENST00000360851[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000233154,ENST00000233154[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000341285,ENST00000341285[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000361781,ENST00000361781[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000424383,ENST00000424383[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000265523,ENST00000265523[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000280614,ENST00000280614[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000325455,ENST00000325455[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000241502,ENST00000241502[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000343150,ENST00000343150[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000347512,ENST00000347512[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000357402,ENST00000357402[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000503152,ENST00000503152[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000453190,ENST00000453190[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000652689,ENST00000652689[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000294964,ENST00000294964[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000410023,ENST00000410023[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000265686,ENST00000265686[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000235150,ENST00000235150[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000423931,ENST00000423931[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000264360,ENST00000264360[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000342988,ENST00000342988[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000263256,ENST00000263256[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000361193,ENST00000361193[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000255304,ENST00000255304[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000689235,ENST00000689235[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000427738,ENST00000427738[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000337514,ENST00000337514[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000595464,ENST00000595464[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000652361,ENST00000652361[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000329399,ENST00000329399[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000547026,ENST00000547026[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000511601,ENST00000511601[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000616661,ENST00000616661[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000296140,ENST00000296140[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000379303,ENST00000379303[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000439741,ENST00000439741[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000395473,ENST00000395473[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000260126,ENST00000260126[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000327141,ENST00000327141[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000425929,ENST00000425929[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000436066,ENST00000436066[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000355415,ENST00000355415[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000243346,ENST00000243346[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000369306,ENST00000369306[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000285419,ENST00000285419[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000535829,ENST00000535829[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000336787,ENST00000336787[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000295987,ENST00000295987[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000504102,ENST00000504102[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000262809,ENST00000262809[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000620103,ENST00000620103[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000637797,ENST00000637797[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000400485,ENST00000400485[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000257770,ENST00000257770[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000263635,ENST00000263635[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000381440,ENST00000381440[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000373943,ENST00000373943[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000381237,ENST00000381237[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000240055,ENST00000240055[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000324262,ENST00000324262[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000373087,ENST00000373087[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000547799,ENST00000547799[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000309733,ENST00000309733[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000361171,ENST00000361171[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000702316,ENST00000702316[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000253110,ENST00000253110[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000590824,ENST00000590824[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000403729,ENST00000403729[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000391826,ENST00000391826[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000330899,ENST00000330899[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000358160,ENST00000358160[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000355754,ENST00000355754[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000225688,ENST00000225688[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000296632,ENST00000296632[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000361099,ENST00000361099[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000354105,ENST00000354105[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000258383,ENST00000258383[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000256682,ENST00000256682[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000294671,ENST00000294671[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000667929,ENST00000667929[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000216484,ENST00000216484[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000648477,ENST00000648477[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000272930,ENST00000272930[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000558518,ENST00000558518[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000288670,ENST00000288670[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000372396,ENST00000372396[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000369429,ENST00000369429[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000401578,ENST00000401578[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000383463,ENST00000383463[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000592199,ENST00000592199[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000297598,ENST00000297598[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000334828,ENST00000334828[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000266542,ENST00000266542[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000360954,ENST00000360954[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000344347,ENST00000344347[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000313806,ENST00000313806[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000448775,ENST00000448775[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000337343,ENST00000337343[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000651641,ENST00000651641[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000230449,ENST00000230449[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000297029,ENST00000297029[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000431907,ENST00000431907[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000619286,ENST00000619286[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000359595,ENST00000359595[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000578982,ENST00000578982[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000392857,ENST00000392857[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000399002,ENST00000399002[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000240488,ENST00000240488[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000370466,ENST00000370466[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000256759,ENST00000256759[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000223324,ENST00000223324[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000339732,ENST00000339732[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000230859,ENST00000230859[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000380698,ENST00000380698[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000251020,ENST00000251020[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000682323,ENST00000682323[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000609436,ENST00000609436[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000373069,ENST00000373069[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000286657,ENST00000286657[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000381340,ENST00000381340[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000367033,ENST00000367033[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000368605,ENST00000368605[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000308167,ENST00000308167[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000381051,ENST00000381051[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000262288,ENST00000262288[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000376259,ENST00000376259[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000616064,ENST00000616064[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000399808,ENST00000399808[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000400908,ENST00000400908[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000369489,ENST00000369489[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000269389,ENST00000269389[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000265742,ENST00000265742[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000439531,ENST00000439531[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000452671,ENST00000452671[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000387416,ENST00000387416[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000348956,ENST00000348956[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000319481,ENST00000319481[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
